,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
0,0.4013656919818492,-0.24946711180638959,-0.4391514659518973,0.29734544695851095,160.0,-0.3413745311361875,-0.016572504972290656,-0.5167085812650488
1,1.3992752451585295,2.1292179984306405,2.9691466979157886,1.1415489549126439,350.0,-0.06503805841271577,-0.016603398852090393,1.7065349789448367
2,-1.0954986377831715,-0.24946711180638959,1.2649976159819456,-0.5468580609956218,50.0,-0.06503805841271577,-0.016572504972290656,-0.48250483418489676
3,-0.5965438611948313,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,95.0,-0.3413745311361875,-0.016572504972290656,-0.5167085812650488
4,0.4013656919818492,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,50.0,1.316644305204643,-0.016572504972290656,-0.5167085812650488
5,0.4013656919818492,0.9398754433121256,-0.4391514659518973,1.9857524628667766,99.0,-0.3413745311361875,-0.016572504972290656,-0.5167085812650488
6,0.4013656919818492,0.9398754433121256,1.2649976159819456,0.29734544695851095,100.0,0.21129841431075594,-0.016572504972290656,-0.5167085812650488
7,-0.5965438611948313,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,100.0,-0.3413745311361875,-0.016572504972290656,-0.5167085812650488
8,-0.5965438611948313,-0.24946711180638959,0.4129230750150241,-0.5468580609956218,38.0,-0.06503805841271577,-0.01659916681376166,-0.48250483418489676
10,0.4013656919818492,0.9398754433121256,0.4129230750150241,0.29734544695851095,97.0,0.48763488703422764,-0.016572504972290656,-0.3456898458642884
11,-1.0954986377831715,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,55.0,0.21129841431075594,-0.016572504972290656,-0.48250483418489676
12,-0.5965438611948313,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,50.0,-0.06503805841271577,-0.016603850269512124,-0.5167085812650488
13,-0.5965438611948313,-1.4388096669249046,-0.4391514659518973,-0.5468580609956218,99.0,1.316644305204643,-0.016572504972290656,-0.5167085812650488
15,-0.5965438611948313,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,52.0,-0.3413745311361875,-0.016572504972290656,-0.48250483418489676
16,-1.0954986377831715,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,23.0,-0.3413745311361875,-0.016572504972290656,-0.48250483418489676
17,-0.5965438611948313,-0.24946711180638959,-0.4391514659518973,0.29734544695851095,200.0,-0.3413745311361875,-0.016572504972290656,-0.5167085812650488
18,0.4013656919818492,0.9398754433121256,-0.4391514659518973,0.29734544695851095,40.0,-0.3413745311361875,-0.016572504972290656,-0.5167085812650488
19,-0.5965438611948313,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,135.0,-0.3413745311361875,-0.016572504972290656,-0.5167085812650488
20,-0.5965438611948313,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,100.0,-0.3413745311361875,-0.016572504972290656,-0.5167085812650488
21,-0.5965438611948313,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,225.0,-0.3413745311361875,-0.016572504972290656,-0.5167085812650488
22,1.8982300217468697,3.3185605535491556,2.9691466979157886,1.1415489549126439,129.0,3.250999614268945,-0.016572504972290656,-0.5167085812650488
23,-1.0954986377831715,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,149.0,0.21129841431075594,-0.016603370638501536,1.056663784421947
24,0.4013656919818492,-0.24946711180638959,-0.4391514659518973,0.29734544695851095,150.0,-0.06503805841271577,-0.016593947299822893,2.356406173467726
25,0.4013656919818492,-0.24946711180638959,0.4129230750150241,-0.5468580609956218,175.0,-0.3413745311361875,-0.016572504972290656,0.3383850957387533
26,-0.09758908460649106,0.9398754433121256,-0.4391514659518973,0.29734544695851095,239.0,0.7639713597576994,-0.016572504972290656,-0.3798935929444405
27,0.4013656919818492,-0.24946711180638959,-0.4391514659518973,0.29734544695851095,65.0,-0.06503805841271577,-0.016572504972290656,-0.44830108710474464
28,-0.5965438611948313,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,71.0,-0.06503805841271577,-0.016603850269512124,2.322202426387574
29,-0.5965438611948313,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,80.0,-0.3413745311361875,-0.016572504972290656,0.1331626132578408
30,0.4013656919818492,-0.24946711180638959,2.117072156948867,1.1415489549126439,250.0,-0.3413745311361875,-0.016583649339889647,2.698443644269247
31,-0.5965438611948313,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,138.0,-0.3413745311361875,-0.016593947299822893,1.0908675315020993
32,-0.5965438611948313,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,94.0,-0.06503805841271577,-0.016603652774390118,4.613853480757764
33,0.9003204685701893,0.9398754433121256,2.117072156948867,0.29734544695851095,283.0,0.21129841431075594,-0.016572504972290656,-0.0036523750627675475
34,-0.09758908460649106,-0.24946711180638959,-0.4391514659518973,1.1415489549126439,127.0,0.21129841431075594,-0.01660379384233441,-0.5167085812650488
35,1.3992752451585295,-0.24946711180638959,-0.4391514659518973,1.1415489549126439,79.0,-0.3413745311361875,-0.016593947299822893,1.8433499672654452
36,-0.09758908460649106,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,110.0,-0.3413745311361875,-0.016572504972290656,-0.48250483418489676
37,1.3992752451585295,-0.24946711180638959,-0.4391514659518973,3.674159478775042,38.0,-0.3413745311361875,-0.016572504972290656,-0.44830108710474464
38,2.89613957492355,2.1292179984306405,2.117072156948867,2.8299559708209094,480.0,0.21129841431075594,-0.016572504972290656,-0.3456898458642884
39,1.3992752451585295,0.9398754433121256,1.2649976159819456,1.1415489549126439,372.0,0.21129841431075594,-0.016572504972290656,0.61201507237997
40,-0.09758908460649106,-0.24946711180638959,-0.4391514659518973,0.29734544695851095,125.0,-0.3413745311361875,-0.016603398852090393,-0.1404673633833759
41,-0.5965438611948313,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,89.0,-0.3413745311361875,-0.016572504972290656,-0.4140973400245926
42,-1.0954986377831715,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,80.0,-0.3413745311361875,-0.016572504972290656,-0.3456898458642884
43,0.9003204685701893,-1.4388096669249046,-0.4391514659518973,1.1415489549126439,90.0,0.21129841431075594,-0.01657605988448679,0.47520008405936165
44,-0.09758908460649106,-1.4388096669249046,-0.4391514659518973,0.29734544695851095,110.0,-0.06503805841271577,-0.016572504972290656,0.5778113252998179
45,-0.09758908460649106,0.9398754433121256,-0.4391514659518973,1.1415489549126439,100.0,0.21129841431075594,-0.016572504972290656,-0.48250483418489676
46,0.4013656919818492,0.9398754433121256,1.2649976159819456,0.29734544695851095,250.0,-0.3413745311361875,-0.01660142390087032,-0.0036523750627675475
47,-1.0954986377831715,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,55.0,-0.3413745311361875,-0.016572504972290656,-0.5167085812650488
48,-0.09758908460649106,-0.24946711180638959,-0.4391514659518973,0.29734544695851095,55.0,-0.3413745311361875,-0.016572504972290656,-0.3456898458642884
49,-0.5965438611948313,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,400.0,-0.06503805841271577,-0.016604132405400707,-0.5167085812650488
50,-1.0954986377831715,-0.24946711180638959,-0.4391514659518973,-0.5468580609956218,35.0,-0.3413745311361875,-0.016572504972290656,-0.5167085812650488
